,iso_code,country,methane,methane,methane,methane
,,,min,max,mean,median
0,LTU,Lithuania,3.03,4.42,3.8309999999999995,3.9050000000000002
1,MLT,Malta,0.19,0.27,0.22150000000000003,0.22
2,PRT,Portugal,11.35,13.1,12.0565,11.870000000000001
